Date,Open,High,Low,Close,Adj Close,Volume
2015-03-13,206.770004,207.929993,204.580002,205.830002,180.134186,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,182.540863,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,181.998306,94510400
2015-03-18,207.389999,211.270004,206.619995,210.460007,184.186172,228808500
2015-03-19,209.960007,210.470001,209.029999,209.500000,183.346024,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,184.964447,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,184.604019,71784500
2015-03-24,209.850006,210.399994,208.740005,208.820007,183.566711,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,180.876740,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,180.446014,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,180.859177,118939000
2015-03-30,206.979996,208.610001,206.960007,208.250000,183.065628,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,181.465652,126768700
2015-04-01,206.389999,206.419998,204.509995,205.699997,180.824066,137303600
2015-04-02,205.619995,206.979996,205.399994,206.440002,181.474518,86900900
2015-04-06,205.369995,208.449997,205.210007,207.830002,182.696426,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,182.212921,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,182.828278,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,183.637039,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,184.639130,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,183.804062,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,184.155655,75099900
2015-04-15,210.050003,211.039993,209.949997,210.429993,184.981995,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,184.929230,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,182.801895,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,184.472137,92189500
2015-04-21,210.669998,210.860001,209.240005,209.600006,184.252396,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,185.157822,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,185.623734,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,186.054443,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,185.280899,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,185.869827,86863500
2015-04-29,210.369995,211.289993,209.600006,210.570007,185.105087,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,183.250259,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,185.236938,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,185.764374,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,183.637039,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,182.880997,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,183.610641,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,186.028030,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,185.140228,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,184.586426,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,184.621582,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,186.546753,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,186.748901,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,187.329086,74549700
2015-05-19,213.240005,213.570007,212.690002,213.029999,187.267548,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,187.135742,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,187.680710,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,187.232376,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,185.219360,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,186.977463,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,186.766464,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,185.606125,124919600
2015-06-01,211.940002,212.339996,210.619995,211.570007,185.984131,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,185.799515,91531000
2015-06-03,212.000000,212.669998,211.330002,211.919998,186.291824,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,184.718307,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,184.401810,121704700
2015-06-08,209.639999,209.820007,208.389999,208.479996,183.267822,89063300
2015-06-09,208.449997,209.100006,207.690002,208.449997,183.241470,105034700
2015-06-10,209.369995,211.410004,209.300003,210.949997,185.439087,134551300
2015-06-11,211.479996,212.089996,211.199997,211.630005,186.036896,73876400
2015-06-12,210.639999,211.479996,209.679993,210.009995,184.612762,135382400
2015-06-15,208.639999,209.449997,207.789993,209.110001,183.821625,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,184.823761,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,185.122604,126708600
2015-06-18,211.309998,213.339996,210.630005,212.779999,187.047791,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,186.217453,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,187.171448,70696000
2015-06-23,212.139999,212.440002,211.570007,212.039993,187.303986,68476800
2015-06-24,211.720001,212.169998,210.470001,210.500000,185.943634,92307300
2015-06-25,211.100006,211.250000,209.770004,209.860001,185.378281,97107400
2015-06-26,210.289993,210.580002,209.160004,209.820007,185.342896,104174800
2015-06-29,208.050003,209.830002,205.330002,205.419998,181.456253,202621300
2015-06-30,207.259995,207.320007,205.279999,205.850006,181.836075,182925100
2015-07-01,207.729996,208.029999,206.559998,207.500000,183.293579,135979900
2015-07-02,208.070007,208.270004,206.809998,207.309998,183.125732,104373700
2015-07-06,205.770004,207.649994,205.529999,206.720001,182.604568,117975400
2015-07-07,206.960007,208.169998,204.110001,208.020004,183.752930,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,180.670044,164020100
2015-07-09,207.039993,207.350006,204.770004,204.899994,180.996933,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,183.275925,129456900
2015-07-13,208.990005,209.899994,208.940002,209.770004,185.298782,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,186.102570,81709600
2015-07-15,210.729996,211.279999,210.039993,210.610001,186.040787,97914100
2015-07-16,211.869995,212.300003,211.580002,212.300003,187.533676,106683300
2015-07-17,212.289993,212.550003,211.800003,212.479996,187.692642,89030000
2015-07-20,212.750000,213.179993,212.210007,212.589996,187.789795,70446800
2015-07-21,212.429993,212.740005,211.389999,211.750000,187.047791,77965000
2015-07-22,210.929993,211.770004,210.889999,211.369995,186.712128,88667900
2015-07-23,211.529999,211.649994,209.750000,210.179993,185.660965,90509100
2015-07-24,210.300003,210.369995,207.600006,208.000000,183.735245,117755000
2015-07-27,206.940002,207.550003,206.259995,206.789993,182.666412,132361100
2015-07-28,207.789993,209.500000,206.800003,209.330002,184.910095,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,186.182144,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,186.226303,91304400
2015-07-31,211.419998,211.449997,210.160004,210.500000,185.943634,103266900
2015-08-03,210.460007,210.529999,208.649994,209.789993,185.316422,113965700
2015-08-04,209.699997,210.250000,208.800003,209.380005,184.954285,81820800
2015-08-05,210.449997,211.309998,209.729996,210.070007,185.563782,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,184.044449,116030800
2015-08-07,208.160004,208.339996,206.869995,207.949997,183.691086,117858000
2015-08-10,209.279999,210.669998,209.279999,210.570007,186.005478,80270700
2015-08-11,208.970001,209.470001,207.759995,208.669998,184.327087,126081400
2015-08-12,207.110001,209.139999,205.360001,208.919998,184.547943,172123700
2015-08-13,208.729996,209.550003,208.009995,208.660004,184.318268,89383300
2015-08-14,208.429993,209.509995,208.259995,209.419998,184.989594,72786500
2015-08-17,208.710007,210.589996,208.160004,210.589996,186.023087,79072600
2015-08-18,210.259995,210.679993,209.699997,209.979996,185.484299,71692700
2015-08-19,209.089996,210.009995,207.350006,208.320007,184.017960,172946000
2015-08-20,206.509995,208.289993,203.899994,203.970001,180.175385,194327900
2015-08-21,201.729996,203.940002,197.520004,197.830002,174.751678,346588500
2015-08-24,187.490005,197.479996,182.399994,189.500000,167.393433,507244300
2015-08-25,195.429993,195.449997,186.919998,187.270004,165.423553,369833100
2015-08-26,192.080002,194.789993,188.369995,194.460007,171.774826,339257000
2015-08-27,197.020004,199.419998,195.210007,199.270004,176.023651,274143900
2015-08-28,198.500000,199.839996,197.919998,199.279999,176.032501,160414400
2015-08-31,198.110001,199.130005,197.009995,197.669998,174.610321,163298800
2015-09-01,193.119995,194.770004,190.729996,191.770004,169.398636,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,172.613968,160269300
2015-09-03,196.259995,198.050003,194.960007,195.550003,172.737625,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,170.122925,207081000
2015-09-08,195.940002,197.610001,195.169998,197.429993,174.398300,116025700
2015-09-09,199.320007,199.470001,194.350006,194.789993,172.066269,149347700
2015-09-10,194.559998,197.220001,194.250000,195.850006,173.002655,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,173.788834,119691200
2015-09-14,196.949997,197.009995,195.429993,196.009995,173.143982,79452000
2015-09-15,196.610001,198.990005,195.960007,198.460007,175.308167,113806200
2015-09-16,198.820007,200.410004,198.410004,200.179993,176.827515,99581600
2015-09-17,200.020004,202.889999,199.279999,199.729996,176.430008,276046600
2015-09-18,195.710007,198.679993,194.960007,195.449997,173.546814,223657500
2015-09-21,196.440002,197.679993,195.210007,196.460007,174.443695,105726200
2015-09-22,193.880005,194.460007,192.559998,193.910004,172.179504,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,171.904205,92790600
2015-09-24,192.149994,193.449997,190.559998,192.899994,171.282669,159378800
2015-09-25,194.639999,195.000000,191.809998,192.850006,171.238266,155054800
2015-09-28,191.779999,191.910004,187.639999,188.009995,166.940643,178515900
2015-09-29,188.270004,189.740005,186.929993,188.119995,167.038315,159045600
2015-09-30,190.369995,191.830002,189.440002,191.630005,170.155014,163452000
2015-10-01,192.080002,192.490005,189.820007,192.130005,170.598938,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,173.147308,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,176.228439,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,175.624619,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,177.063110,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,178.661392,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,178.767929,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,178.936630,56395600
2015-10-13,200.649994,202.160004,200.050003,200.250000,177.808960,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,176.956543,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,179.673660,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,180.490509,114580100
2015-10-19,202.500000,203.369995,202.130005,203.369995,180.579330,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,180.348450,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,179.229675,102038000
2015-10-22,202.979996,205.509995,201.850006,205.259995,182.257538,174911700
2015-10-23,207.250000,207.949997,206.300003,207.509995,184.255371,144442300
2015-10-26,207.300003,207.369995,206.559998,207.000000,183.802536,69033000
2015-10-27,206.199997,207.000000,205.789993,206.600006,183.447357,77905800
2015-10-28,207.000000,208.979996,206.210007,208.949997,185.533966,135906700
2015-10-29,208.350006,209.270004,208.210007,208.830002,185.427444,90525500
2015-10-30,209.059998,209.440002,207.740005,207.929993,184.628326,131076900
2015-11-02,208.320007,210.619995,208.169998,210.389999,186.812637,86270800
2015-11-03,209.970001,211.660004,209.699997,211.000000,187.354279,95246100
2015-11-04,211.350006,211.500000,209.720001,210.360001,186.785995,96224500
2015-11-05,210.429993,210.979996,209.089996,210.149994,186.599548,78408700
2015-11-06,209.740005,210.320007,208.460007,210.039993,186.501892,110471500
2015-11-09,209.309998,209.490005,206.949997,208.080002,184.761505,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,185.187744,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,184.459625,67846000
2015-11-12,206.500000,207.059998,204.820007,204.839996,181.884583,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,179.842346,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,182.577164,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,182.444000,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,185.338684,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,185.178848,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,185.853607,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,185.640610,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,185.889175,98874400
2015-11-25,209.500000,209.740005,209.009995,209.320007,185.862534,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,186.075623,37317800
2015-11-30,209.750000,209.889999,208.559998,208.690002,185.303131,112822700
2015-12-01,209.440002,210.820007,209.110001,210.679993,187.070145,97858400
2015-12-02,210.619995,211.000000,208.229996,208.529999,185.161057,108441300
2015-12-03,208.830002,209.149994,204.750000,205.610001,182.568314,166224200
2015-12-04,205.610001,209.970001,205.610001,209.619995,186.128922,192913900
2015-12-07,209.229996,209.729996,207.199997,208.350006,185.001282,102027100
2015-12-08,206.490005,208.289993,205.779999,206.949997,183.758179,103372400
2015-12-09,206.190002,208.679993,204.179993,205.339996,182.328552,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,182.799164,116128900
2015-12-11,203.350006,204.139999,201.509995,201.880005,179.256302,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,180.162003,182385200
2015-12-15,204.699997,206.110001,202.869995,205.029999,182.053268,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,184.717102,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,181.902344,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,178.661743,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,180.135559,99094300
2015-12-22,202.720001,203.850006,201.550003,203.500000,181.770157,111026200
2015-12-23,204.690002,206.070007,204.580002,206.020004,184.021057,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,183.717361,48539600
2015-12-28,204.860001,205.259995,203.940002,205.210007,183.297577,65899900
2015-12-29,206.509995,207.789993,206.470001,207.399994,185.253677,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,183.940643,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,182.100616,114877900
2016-01-04,200.490005,201.029999,198.589996,201.020004,179.554993,222353500
2016-01-05,201.399994,201.899994,200.050003,201.360001,179.858704,110845800
2016-01-06,198.339996,200.059998,197.600006,198.820007,177.589905,152112600
2016-01-07,195.330002,197.440002,193.589996,194.050003,173.329224,213436100
2016-01-08,195.190002,195.850006,191.580002,191.919998,171.426682,209817200
2016-01-11,193.009995,193.410004,189.820007,192.110001,171.596390,187941300
2016-01-12,193.820007,194.550003,191.139999,193.660004,172.980865,172330500
2016-01-13,194.449997,194.860001,188.380005,188.830002,168.666641,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,171.435608,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,167.755539,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,167.978836,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,165.826187,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,166.755142,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,170.176163,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,167.603683,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,169.890350,141036800
2016-01-27,189.580002,191.559998,187.059998,188.130005,168.041397,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,168.916718,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,173.034470,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,172.971939,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,169.854614,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,170.872879,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,171.140823,139531800
2016-02-05,190.990005,191.669998,187.199997,187.949997,167.880585,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,165.620804,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,165.629654,184513100
2016-02-10,186.410004,188.339996,185.119995,185.270004,165.486786,148214100
2016-02-11,182.339996,184.100006,181.089996,182.860001,163.334106,219058900
2016-02-12,184.960007,186.649994,183.960007,186.630005,166.701538,127632400
2016-02-16,188.770004,189.809998,187.630005,189.779999,169.515167,120250700
2016-02-17,191.160004,193.320007,191.009995,192.880005,172.284149,136009500
2016-02-18,193.199997,193.270004,191.720001,192.089996,171.578537,102343000
2016-02-19,191.169998,192.179993,190.449997,192.000000,171.498108,114793000
2016-02-22,193.869995,194.949997,193.789993,194.779999,173.981277,103640300
2016-02-23,194.000000,194.320007,192.179993,192.320007,171.783966,111455300
2016-02-24,190.630005,193.529999,189.320007,193.199997,172.570023,150812200
2016-02-25,193.729996,195.550003,192.830002,195.539993,174.660110,110728300
2016-02-26,196.570007,196.679993,194.899994,195.089996,174.258179,129833700
2016-02-29,195.110001,196.229996,193.330002,193.559998,172.891571,125918100
2016-03-01,195.009995,198.210007,194.449997,198.110001,176.955688,141799700
2016-03-02,197.740005,199.059998,197.250000,199.000000,177.750656,102415000
2016-03-03,198.789993,199.800003,198.110001,199.779999,178.447403,95172200
2016-03-04,200.009995,201.350006,199.029999,200.429993,179.027985,129293600
2016-03-07,199.339996,201.070007,199.250000,200.589996,179.170883,100219000
2016-03-08,199.320007,199.919998,198.210007,198.399994,177.214691,123974900
2016-03-09,199.360001,199.789993,198.429993,199.380005,178.090118,94801200
2016-03-10,199.960007,201.070007,197.380005,199.539993,178.233002,156838700
2016-03-11,201.259995,202.809998,199.520004,202.759995,181.109131,137964500
2016-03-14,202.160004,203.039993,201.770004,202.500000,180.876953,73612000
2016-03-15,201.360001,202.529999,201.050003,202.169998,180.582169,93169100
2016-03-16,201.600006,203.820007,201.550003,203.339996,181.627243,129303200
2016-03-17,203.240005,205.229996,202.770004,204.630005,182.779495,134278500
2016-03-18,204.169998,204.779999,203.800003,204.380005,183.497726,138372400
2016-03-21,204.070007,204.940002,203.800003,204.669998,183.758133,72926700
2016-03-22,203.759995,205.229996,203.570007,204.559998,183.659348,97471900
2016-03-23,204.110001,204.330002,203.009995,203.210007,182.447296,81052500
2016-03-24,202.000000,203.160004,201.740005,203.119995,182.366470,84360900
2016-03-28,203.610001,203.860001,202.710007,203.240005,182.474258,62408200
2016-03-29,202.759995,205.250000,202.399994,205.119995,184.162140,92922900
2016-03-30,206.300003,206.869995,205.589996,206.020004,184.970184,86365300
2016-03-31,205.910004,206.410004,205.330002,205.520004,184.521255,94584100
